Max Score: 163, Time achieved (seconds): 60.014
#,#,#,#,#,#,#,#,#,#,#,#,#
#,#,#,#,#,#,#,#,#,#,#,#,#
#,#,#,#,#,#,#,#,#,#,#,#,#
#,#,#,#,#,#,#,#,#,#,#,#,#
#,#,#,#,#,#,#,#,#,#,#,#,#
#,#,#,#,#,#,#,#,#,#,#,#,#
#,#,#,#,#,#,#,#,#,#,#,#,#
#,#,#,#,#,#,#,#,R,C,#,#,#
#,#,#,#,#,#,#,C,#,R,#,#,#
#,#,#,#,#,#,#,C,R,R,C,#,#
#,#,#,#,#,#,#,#,R,#,#,#,#
#,#,#,#,#,#,#,#,#,C,#,#,#
